date,daily_return,daily_return_norm
2020-06-12,1.3060843963234698,0.24399736638309216
2020-06-15,0.8312217041285199,0.1995487785855578
2020-06-16,1.89623981938025,0.2992377033627789
2020-06-17,-0.3600299556174,0.0880440112970862
2020-06-18,0.05942198825281,0.12730598504318827
2020-06-19,-0.56494948094629,0.06886292239977002
2020-06-22,0.64950955376916,0.18253997035134323
2020-06-23,0.43074195691641,0.1620626599713292
2020-06-24,-2.58551459390645,-0.12026809863056495
2020-06-25,1.09594472678098,0.22432765615963748
2020-06-26,-2.4226905044785902,-0.1050272701691102
2020-06-29,1.46856784331186,0.25920630967936714
2020-06-30,1.54098757315546,0.2659850159730708
2020-07-01,0.50221328208643,0.16875259271197407
2020-07-02,0.4541250844364,0.16425139160604463
2020-07-06,1.5881725867458798,0.2704016763125202
2020-07-07,-1.08185320281971,0.020479166753768305
2020-07-08,0.7827461915415499,0.195011323627172
2020-07-09,-0.56436061593611,0.06891804195019183
2020-07-10,1.04662012732443,0.21971072409578396
2020-07-13,-0.93625411277882,0.034107683045519296
2020-07-14,1.34063707826679,0.2472316021784943
2020-07-15,0.9082050740923,0.2067546554317017
2020-07-16,-0.34061012455366,0.08986176636657808
2020-07-17,0.28486121946174,0.14840778062767898
2020-07-20,0.84069387471426,0.2004354024724911
2020-07-21,0.16790373419135,0.13746020538526443
2020-07-22,0.5747082068739701,0.17553833748042547
2020-07-23,-1.2319859824193,0.0064262833729432645
2020-07-24,-0.61904000546884,0.06379988529920914
2020-07-27,0.73951387950395,0.19096464813786074
2020-07-28,-0.64733921522979,0.06115099346092587
2020-07-29,1.242838167815,0.23807732762888417
2020-07-30,-0.37502519373892,0.0866404115425793
2020-07-31,0.76705049901413,0.19354215921645912
2020-08-03,0.71810234393261,0.18896046348750706
2020-08-04,0.36119303819721,0.15555267030331624
2020-08-05,0.6429743053199399,0.18192825128128706
2020-08-06,0.64276955596642,0.18190908612098705
2020-08-07,0.06330295486443,0.1276692552853261
2020-08-10,0.2742218294476,0.14741190146317817
2020-08-11,-0.79691321542361,0.047150413526728774
2020-08-12,1.39965494902376,0.2527558538265639
2020-08-13,-0.2047174350497899,0.10258173413775873
2020-08-14,-0.0171882622768099,0.12013503330739907
2020-08-17,0.27098425110787,0.14710885431407553
2020-08-18,0.23033891540169,0.14330432765323037
2020-08-19,-0.4404395421410799,0.08051743019247098
2020-08-20,0.31586327691348,0.1513096672049933
2020-08-21,0.34411070444764,0.15395371206984265
2020-08-24,1.00437183030086,0.21575615539536996
2020-08-25,0.35963511532906,0.15540684399915522
2020-08-26,1.01956261394839,0.2171780588040155
2020-08-27,0.16730440109038,0.13740410598980488
2020-08-28,0.67325653552858,0.18476275984609403
2020-08-31,-0.2194962714028699,0.10119839024491911
2020-09-01,0.75250030166134,0.19218021662729182
2020-09-02,1.53659101548075,0.2655734848441291
2020-09-03,-3.51258437153412,-0.20704464073972484
2020-09-04,-0.8133027264274799,0.0456163056029269
2020-09-08,-2.77563421023609,-0.13806387117146662
2020-09-09,2.01449863367746,0.3103070869478003
2020-09-10,-1.75847965901794,-0.042855121112574585
2020-09-11,0.0533072190594,0.12673362410639064
2020-09-14,1.27418290893575,0.24101129043665231
2020-09-15,0.5219359577689,0.17059869495601954
2020-09-16,-0.46189465962115,0.0785091661433176
2020-09-17,-0.84123658764024,0.04300161149650977
2020-09-18,-1.11825818074104,0.017071550438567826
2020-09-21,-1.15710979308057,0.013434921723502524
2020-09-22,1.05179451608137,0.22019506257244614
2020-09-23,-2.3721455093028103,-0.10029610536563421
2020-09-24,0.2987459142957,0.14970743016324595
2020-09-25,1.59767237756141,0.2712908855367078
2020-09-28,1.61105901990838,0.27254391584937177
2020-09-29,-0.48126645432444,0.07669590742281256
