date,vader_score
2020-06-27,0.08028913043478261
2020-06-28,0.1321962962962963
2020-06-29,0.06631323529411766
2020-07-01,0.06870755287009063
2020-07-02,0.10835691823899372
2020-07-03,0.082928
2020-07-04,0.09635961538461538
2020-07-05,0.17229302325581394
2020-07-06,0.10967245901639344
2020-07-07,0.05718557692307692
2020-07-08,0.10874707692307692
2020-07-09,0.09825335463258786
2020-07-10,0.08387953795379538
2020-07-11,0.12885324675324675
2020-07-12,0.10313296703296702
2020-07-13,0.07215706371191136
2020-07-14,0.08172983425414365
2020-07-15,0.09461793313069909
2020-07-16,0.09721682242990655
2020-07-17,0.14724140625
2020-07-18,0.13725641025641025
2020-07-19,0.12538522727272727
2020-07-20,0.11163525179856115
2020-07-21,0.13613846153846154
2020-07-22,0.08848104089219332
2020-07-23,0.059033532934131744
