date,finbert_score
2020-06-22,-0.12130342837704919
2020-06-23,-0.10385983465517241
2020-06-24,-0.42770773063636364
2020-06-25,-0.11413803996250001
2020-06-26,-0.17616463441538463
2020-06-27,-0.3370106382727273
2020-06-28,-0.26766446242857145
2020-06-29,-0.09714076655737705
2020-06-30,-0.2627114867752809
2020-07-01,-0.10774888641463416
2020-07-02,-0.06190881090140844
2020-07-03,-0.2179484750714286
2020-07-04,-0.14261196342857144
2020-07-05,-0.17451139955555556
2020-07-06,-0.0254904388909091
2020-07-07,-0.10977424743478262
2020-07-08,-0.25826444604761906
2020-07-09,-0.0009221288700000008
2020-07-10,0.07018163244516129
2020-07-11,0.22784878315
2020-07-12,-0.09901870485
2020-07-13,0.1443220439270073
2020-07-14,0.051355344092636576
2020-07-15,0.144942819699005
2020-07-16,0.047096174540178566
2020-07-17,0.04221650617857142
2020-07-18,0.14289801457142856
2020-07-19,0.18179714136363637
2020-07-20,0.15477987317325229
2020-07-21,0.17674156593157894
2020-07-22,0.18098753950471697
2020-07-23,0.1874647298286334
2020-07-24,0.11734203658671587
2020-07-25,-0.16708734966666666
2020-07-26,0.0999999881
2020-07-27,0.20616906113399502
2020-07-28,0.1684075978074074
2020-07-29,0.19732963694974873
2020-07-30,0.1633567295728863
2020-07-31,0.06165609664985163
2020-08-01,-0.01984849752941177
2020-08-02,0.0011131465625000003
2020-08-03,0.18621860076376145
2020-08-04,0.0952908923006873
2020-08-05,0.08837260089536622
2020-08-06,0.06062205390362954
2020-08-07,0.04199256918910256
2020-08-08,0.27137679527777775
2020-08-09,-0.0999311745
2020-08-10,0.12222475517592592
2020-08-11,0.11484744736657682
2020-08-12,0.10054143210574018
2020-08-13,0.02066995021408451
2020-08-14,0.015248583241803278
2020-08-15,0.27497246259999997
2020-08-16,0.06413617961538462
2020-08-17,0.09564183642405064
2020-08-18,0.07370049927702703
2020-08-19,0.11841552980286738
2020-08-20,0.06370624625531915
2020-08-21,0.08097466600502512
2020-08-22,-0.11511032995652172
2020-08-23,0.03974445000000001
2020-08-24,0.09917847623591548
2020-08-25,0.1044200503981763
2020-08-26,0.10544152948188407
2020-08-27,0.13903466313694268
2020-08-28,0.11013982359659091
