date,finbert
2020-07-19,0.0029105144468220797
2020-07-20,0.09025928549629321
2020-07-21,0.12039797963240208
2020-07-22,0.062352196213037996
2020-07-23,0.0711333278767363
2020-07-24,0.046168726516434874
2020-07-25,0.03629458260226559
2020-07-26,0.0488007573520436
2020-07-27,0.10636809570157629
2020-07-28,0.05927323287441617
2020-07-29,0.04777193022891879
2020-07-30,0.0230221479303307
2020-08-01,0.0848434510774648
2020-08-02,0.07080966414655174
2020-08-03,0.09440485399074074
2020-08-04,0.09764227300324675
2020-08-05,0.06315003327071823
2020-08-06,0.08388336282424241
2020-08-07,0.07742235752050473
2020-08-08,0.015479842822916673
2020-08-09,0.001792509527777779
2020-08-10,0.09306283916605165
2020-08-11,0.10523196811516855
2020-08-12,0.12981343813850416
2020-08-13,0.0629747499118541
2020-08-14,0.058877874916349805
2020-08-15,0.06337774896052632
2020-08-16,0.0954473581978022
2020-08-17,0.1167985720132013
2020-08-18,0.14162976242972974
2020-08-19,0.11658257129493087
2020-08-20,0.0706294789463807
2020-08-21,0.06334558748427674
2020-08-22,0.08793677306741574
2020-08-23,0.06931896363225806
2020-08-24,0.13204776362834222
2020-08-25,0.11999674995918366
2020-08-26,0.11696671274712643
2020-08-27,0.11285439332463769
2020-08-28,0.15269684038267148
2020-08-29,0.10829794115686275
2020-08-30,0.1325743547878788
